"";"CODIGO";"NOME";"ITEM_MEDICO";"ITEM";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_2017_TOTAL_BN";"C_2017_TOTAL_QUANTIDADE";"C_2017_TOTAL_REVISAO";"C_2017_TOTAL_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR"
"386";594480;"HOSPITAL SANTA IZABEL";50010204;"Paquimetria Ultrassônica - Monocular";16;32;0;1056;34;66;0;2178;7;14;0;462;64;127;0;4191;83;165;0;5445;3;6;0;198;41;79;0;2607;47;88;0;2904;61;120;0;3960;84;165;0;5445;70;139;0;4587;57;112;0;3696;572;1128;0;37224;56;110;0;3630;93;186;0;6138;92;182;0;6006;93;181;0;5973;115;226;0;7458;85;168;0;5544;32;63;0;2079;6;12;0;396
"387";594480;"HOSPITAL SANTA IZABEL";10955;"ZITROMAX - IV 500 mg 1 fr.";5;18;0;2296,98;1;1;0;127,61;2;4;0;510,44;8;29;0;3700,69;13;31;0;3955,91;15;54;0;6802,68;4;10;0;1261,39;19;58;0;6562,91;10;35;0;3951,5;11;23;0;2596,7;23;72;0;8128,8;16;43;0;4854,7;102;329;0;37144,1;20;68;0;7677,2;7;23;0;2596,7;8;27;0;3048,3;11;28;0;3161,2;17;54;0;6096,6;9;26;0;2935,4;22;74;0;8354,6;8;29;0;3274,1
"388";594480;"HOSPITAL SANTA IZABEL";83239917;"Arteriografia Unilateral Ou Bilateral Seguida De Angioplastia Transluminal Percutânea De Membro Superior Ou  Inferior Com Stent (Lesões Múltiplas)";2;2;0;36724,44;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;18362,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;18362,22;NA;NA;NA;NA;1;1;0;18362,22;2;2;0;36724,44;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;36724,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"389";594480;"HOSPITAL SANTA IZABEL";123121;"CURATIVO TRANSPARENTE POLIURETANO ASKINA DERM 10X12CM F72036";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;8;0;120,48;36;161;0;2424,66;48;185;0;2786,1;44;183;0;2755,98;63;309;0;4653,54;83;400;0;6024;113;317;0;4774,02;655;2704;0;36716,48;98;383;0;5767,98;68;230;0;3463,8;91;345;0;5195,7;59;225;0;3388,5;92;389;0;5858,34;69;291;0;4382,46;85;399;0;4945,9;93;442;0;3713,8
"390";594480;"HOSPITAL SANTA IZABEL";219318;"GLIMATIN - IMATINIB 400 MG COMP";2;60;0;14098,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;60;0;14098,8;NA;NA;NA;NA;1;30;0;7333,8;1;30;0;7333,8;NA;NA;NA;NA;5;150;0;36669;NA;NA;NA;NA;1;30;0;7333,8;1;30;0;7333,8;1;30;0;7333,8;1;30;0;7333,8;NA;NA;NA;NA;1;30;0;7333,8;NA;NA;NA;NA
"391";594480;"HOSPITAL SANTA IZABEL";26592;"AGUA PARA INJECAO - Miniflac 100 ml";99;726;0;4232,58;51;214;0;1247,62;17;40;0;233,2;26;218;0;1270,94;39;139;0;810,37;54;603;0;3515,49;99;615;0;3585,45;86;333;0;1941,39;71;483;0;2815,89;80;568;0;3311,44;105;676;0;3941,08;105;424;0;2471,92;861;6287;0;36648,74;117;941;0;5486,03;76;299;0;1742,42;116;659;0;3841,97;88;464;0;2705,12;122;820;0;4780,38;112;720;0;4197,6;117;1049;0;6115,67;113;1335;0;7779,55
"392";594480;"HOSPITAL SANTA IZABEL";50010093;"Mapeamento Da Retina - Monocular";43;86;0;1513,6;91;174;0;3062,4;36;72;0;1267,2;240;477;0;8395,2;227;450;0;7920;31;62;0;1091,2;119;234;0;4118,4;91;177;0;3115,2;144;287;0;5051,2;211;419;0;7374,4;198;394;0;6934,4;101;198;0;3484,8;1052;2077;35,2;36555,2;116;224;35,2;3942,4;180;356;0;6265,6;161;315;0;5544;151;295;0;5192;217;433;0;7620,8;157;314;0;5526,4;53;106;0;1865,6;17;34;0;598,4
"393";594480;"HOSPITAL SANTA IZABEL";35030216;"Confecção De Sistema De Imobilização";13;14;0;2184;7;7;0;1092;18;18;0;2808;23;23;0;3588;5;5;0;780;34;32;0;4992;25;24;0;3744;16;14;312;2184;19;17;156;2652;20;20;0;3120;40;41;0;6396;15;14;0;2184;232;232;156;36192;37;37;156;5772;26;26;0;4056;24;24;0;3744;20;20;0;3120;38;39;0;6084;36;35;0;5460;19;19;0;2964;32;32;0;4992
"394";594480;"HOSPITAL SANTA IZABEL";23462;"HENETIX 350 - FA 50 ml x 1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;192;201;0;36187,58;19;19;0;3420,76;13;13;0;2340,52;37;37;0;6661,48;27;28;0;5041,12;23;22;0;3960,88;17;18;0;3240,72;29;33;0;5940,86;27;31;0;5581,24
"395";594480;"HOSPITAL SANTA IZABEL";85105147;"Uvulopalatofaringoplastia (Hospital)";1;1;0;1720,49;3;3;0;5161,47;1;1;0;1720,49;1;1;0;1720,49;3;3;0;5161,47;2;2;0;3440,98;2;2;0;3440,98;4;4;0;6881,96;2;1;0;1720,49;1;1;0;1720,49;5;4;1720,49;6881,96;5;4;0;6881,96;22;21;1720,49;36130,29;5;4;1720,49;6881,96;3;3;0;5161,47;1;1;0;1720,49;NA;NA;NA;NA;6;6;0;10322,94;5;5;0;8602,45;2;2;0;3440,98;NA;NA;NA;NA
"396";594480;"HOSPITAL SANTA IZABEL";28011279;"Sódio";352;1530;70,84;4712,4;121;547;3,08;1684,76;200;405;80,08;1247,4;389;1156;21,56;3560,48;372;1373;3,08;4228,84;297;1037;101,64;3193,96;410;1636;21,56;5038,88;356;1333;21,56;4105,64;340;1184;36,96;3646,72;336;1315;3,08;4050,2;394;1569;3,08;4832,52;372;1233;0;3797,64;3079;11703;2510,2;36045,24;477;1718;1533,84;5291,44;302;981;12,32;3021,48;431;1529;80,08;4709,32;330;1109;532,84;3415,72;425;1627;33,88;5011,16;349;1305;36,96;4019,4;386;1683;169,4;5183,64;379;1751;110,88;5393,08
"397";594480;"HOSPITAL SANTA IZABEL";85303897;"Hérnia Inguinal Pediátrica Encarcerada Ou Não  Tratamento Cirúrgico Aberto (Convencional)  Bilateral (Hospital)";3;3;0;3861,84;2;2;0;2574,56;2;2;0;2574,56;6;6;0;7723,68;3;3;0;3861,84;NA;NA;NA;NA;2;2;0;2574,56;4;4;0;5149,12;3;3;0;3861,84;2;2;0;2574,56;4;4;0;5149,12;3;3;0;3861,84;28;28;0;36043,84;4;4;0;5149,12;4;4;0;5149,12;5;5;0;6436,4;3;3;0;3861,84;4;4;0;5149,12;4;4;0;5149,12;2;2;0;2574,56;2;2;0;2574,56
"398";594480;"HOSPITAL SANTA IZABEL";84202049;"Tratamento Cirurgico Do Pé Diabético - Abordagem Inicial -  Hm Equipe";7;7;0;10477,32;1;1;0;1496,76;2;2;0;2993,52;4;4;0;5987,04;2;2;0;2993,52;4;4;0;5987,04;8;8;0;11974,08;4;4;0;5987,04;4;4;0;5987,04;2;2;0;2993,52;3;3;0;4490,28;5;5;0;7483,8;25;24;1496,76;35922,24;6;5;1496,76;7483,8;2;2;0;2993,52;4;4;0;5987,04;2;2;0;2993,52;3;3;0;4490,28;2;2;0;2993,52;3;3;0;4490,28;3;3;0;4490,28
"399";594480;"HOSPITAL SANTA IZABEL";84104037;"Submandibulectomia (Hospital)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;0;35448,52;NA;NA;NA;NA;1;1;0;8862,13;1;1;0;8862,13;1;1;0;8862,13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;8862,13
"400";594480;"HOSPITAL SANTA IZABEL";137055;"CURATIVO HIDROCOLOIDE CGF 15X20CM DUODERM 1197977";2;2;0;196,26;1;1;0;98,13;1;1;0;98,13;3;6;0;588,78;8;12;0;1177,56;1;1;0;98,13;4;9;0;883,17;4;4;0;392,52;4;4;0;392,52;6;10;0;981,3;10;25;0;2453,25;8;17;0;1668,21;55;322;0;35327,88;6;5;0;537,13;2;7;0;768,25;4;4;0;439;10;28;0;3073;5;45;0;4938,75;13;94;0;10316,5;9;104;0;11414;6;35;0;3841,25
"401";594480;"HOSPITAL SANTA IZABEL";85604939;"Ureterorrenolitotripsia Transureteroscópica A Laser (Eq. Cirúrgica)";8;8;0;9110,4;NA;NA;NA;NA;5;5;0;5694;4;4;0;4555,2;4;4;0;4555,2;9;9;0;10249,2;5;5;0;5694;4;4;0;4555,2;4;4;0;4555,2;4;4;0;4555,2;8;8;0;8541;1;1;0;1138,8;33;31;1138,8;35302,8;4;4;0;4555,2;4;4;0;4555,2;6;6;0;6832,8;4;4;0;4555,2;5;4;0;4555,2;5;4;1138,8;4555,2;2;2;0;2277,6;3;3;0;3416,4
"402";594480;"HOSPITAL SANTA IZABEL";118733;"TORNEIRINHA 3VIAS DESC.LL P/SOL.DISCOFIX-C 16496C";84;573;0;4887,69;48;196;0;1671,88;22;52;0;409,44;71;331;0;2755,19;79;446;0;3744,67;68;371;0;3121,98;93;452;0;3829,97;73;408;0;3480,24;69;336;0;2840,49;95;450;0;3821,44;93;544;0;4623,26;106;480;0;4094,4;687;4139;0;35296,95;108;651;0;5553,03;56;271;0;2311,63;95;493;0;4205,29;70;391;0;3326,7;97;550;0;4691,31;85;519;0;4427,07;83;666;0;5680,98;93;598;0;5100,94
"403";594480;"HOSPITAL SANTA IZABEL";20010206;"Ecodopplercardiograma Fetal Com Mapeamento De Fluxo À Cores  (Inclui Filme, Ch E Co)";24;24;0;5304;NA;NA;NA;NA;17;17;0;3757;36;35;0;7735;38;38;0;8398;8;8;0;1768;15;15;0;3315;12;12;0;2652;12;12;0;2652;12;12;0;2652;19;19;0;4199;16;16;0;3536;160;160;0;34853;29;29;0;6409;22;22;0;4862;33;33;0;7208,5;13;13;0;2704;20;20;0;4251;34;34;0;7514;7;7;0;1547;2;2;0;357,5
"404";594480;"HOSPITAL SANTA IZABEL";218999;"EQUIPO INFUSOMAT SPACE SET AIR IL NEO";16;16;0;3528,8;7;7;0;1543,85;2;2;0;441,1;13;17;0;3749,35;9;11;0;2426,05;9;13;0;2867,15;27;33;0;7278,15;14;18;0;3969,9;11;16;0;3528,8;18;24;0;5293,2;20;21;0;4631,55;25;20;0;4411;128;158;0;34846,9;21;24;0;5293,2;9;13;0;2867,15;13;11;0;2426,05;8;11;0;2426,05;20;25;0;5513,75;17;26;0;5734,3;21;22;0;4852,1;19;26;0;5734,3
"405";594480;"HOSPITAL SANTA IZABEL";36010421;"Colangio-Ressonância (Inclui Rm Do Abdome Superior)";8;8;0;3862,4;2;2;0;965,6;3;3;0;1448,4;4;5;0;2327,2;9;9;0;4345,2;3;3;0;1448,4;7;7;0;3300,4;13;11;0;5310,8;8;8;0;3783,2;5;5;0;2414;5;5;0;2414;8;6;0;2896,8;75;73;965,6;34769,2;10;9;482,8;4266;6;6;0;2896,8;15;15;0;7083,6;8;8;0;3783,2;9;8;0;3783,2;5;4;482,8;1852;10;10;0;4828;12;13;0;6276,4
"406";594480;"HOSPITAL SANTA IZABEL";28011414;"Ureia";439;1395;64,68;4296,6;133;477;6,16;1469,16;266;467;40,04;1438,36;510;1242;15,4;3825,36;465;1304;6,16;4016,32;348;1035;86,24;3187,8;505;1532;24,64;4718,56;448;1231;18,48;3791,48;457;1184;36,96;3646,72;424;1311;6,16;4037,88;489;1519;6,16;4678,52;461;1171;0;3606,68;3850;11262;2119,04;34686,96;571;1565;1302,84;4820,2;397;991;15,4;3052,28;566;1558;73,92;4798,64;430;1110;437,36;3418,8;549;1646;30,8;5069,68;428;1273;40,04;3920,84;466;1545;147,84;4758,6;443;1574;70,84;4847,92
"407";594480;"HOSPITAL SANTA IZABEL";28010540;"Creatinina";439;1400;61,6;4312;135;485;6,16;1493,8;272;483;40,04;1487,64;518;1236;15,4;3806,88;475;1304;6,16;4016,32;361;1056;95,48;3252,48;511;1546;24,64;4761,68;452;1236;18,48;3806,88;462;1187;36,96;3655,96;423;1306;6,16;4022,48;490;1521;6,16;4684,68;463;1172;0;3609,76;3866;11258;2112,88;34674,62;573;1564;1293,6;4817,12;402;996;12,32;3067,68;565;1545;73,92;4758,6;428;1113;431,2;3428,04;555;1646;33,88;5069,66;432;1283;40,04;3951,64;466;1541;144,76;4746,28;445;1570;83,16;4835,6
"408";594480;"HOSPITAL SANTA IZABEL";26585;"GLICOSE 5% ECOFLAC PLUS - Amp. 250 ml";100;1283;0;6235,38;54;316;0;1535,76;25;103;0;500,58;69;650;0;3159;80;631;0;3066,66;58;841;0;4087,26;107;942;0;4578,12;75;888;0;4315,68;62;680;0;3304,8;80;741;0;3601,26;82;835;0;4058,1;96;660;0;3207,6;647;7130;0;34650,94;91;1018;0;4947,48;62;530;0;2575,8;94;867;0;4213,62;59;755;0;3669,3;83;875;0;4252,5;78;741;0;3601,26;91;1296;0;6298,56;89;1048;0;5092,42
"409";594480;"HOSPITAL SANTA IZABEL";84304147;"Hemorroidectomia Aberta Ou Fechada Com Ou Sem Esfincterotomia - Hospital";6;6;0;5463,42;1;1;0;910,57;3;3;0;2731,71;9;9;0;8195,13;5;4;0;3642,28;2;2;0;1821,14;6;5;910,57;4552,85;8;8;0;7284,56;4;4;0;3642,28;3;3;0;2731,71;6;6;0;5463,42;5;3;0;2731,71;40;38;1821,14;34433,66;8;6;1821,14;5463,42;4;4;0;3474,28;6;6;0;5463,42;4;4;0;3642,28;5;5;0;4552,85;8;8;0;7284,56;4;4;0;3642,28;1;1;0;910,57
"410";594480;"HOSPITAL SANTA IZABEL";84303957;"Colectomia Parcial Com Ou Sem Colostomia Por Videolaparoscopia - Hospital";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;11434,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;34302,57;NA;NA;NA;NA;1;1;0;11434,19;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;11434,19;1;1;0;11434,19;NA;NA;NA;NA;NA;NA;NA;NA
"411";594480;"HOSPITAL SANTA IZABEL";28010337;"Cálcio Iônico";125;714;105,6;6283,2;63;266;8,8;2340,8;35;86;149,6;756,8;128;376;52,8;3308,8;137;502;0;4413,2;113;414;52,8;3643,2;164;542;0;4769,6;123;427;8,8;3757,6;112;404;8,8;3555,2;113;453;0;3986,4;145;522;0;4593,6;161;461;0;4056,8;1048;3898;2948;34302,4;180;597;1716;5253,6;86;319;8,8;2807,2;143;467;79,2;4109,6;112;291;704;2560,8;141;579;8,8;5095,2;111;457;17,6;4021,6;133;597;360,8;5253,6;142;591;52,8;5200,8
"412";594480;"HOSPITAL SANTA IZABEL";28047;"NUTRINI STANDARD 200ML - 1 Frasco";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;64;0;2134,4;3;92;0;3068,2;1;5;0;166,75;5;147;0;4902,45;5;387;0;12906,45;6;189;0;6303,15;2;104;0;3468,4;6;190;0;6336,5;1;15;0;500,25;37;1026;0;34217,1;6;198;0;6603,3;3;139;0;4635,65;6;211;0;7036,85;4;121;0;4035,35;4;76;0;2534,6;4;97;0;3234,95;7;116;0;3868,6;3;68;0;2267,8
"413";594480;"HOSPITAL SANTA IZABEL";218261;"CONECTOR CATETER DIAGNOSTICO DECAPOLAR";3;3;0;4022,16;NA;NA;NA;NA;1;1;0;1340,71;NA;NA;NA;NA;1;3;0;4022,1;NA;NA;NA;NA;1;1;0;1340,71;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;2681,44;2;4;0;5362,87;NA;NA;NA;NA;20;28;0;34049,67;2;2;0;1965,17;2;2;0;1249,39;2;2;0;2681,44;2;2;0;2681,43;NA;NA;NA;NA;3;5;0;6703,58;4;7;0;8042,9;5;8;0;10725,76
"414";594480;"HOSPITAL SANTA IZABEL";11009;"PROSTAVASIN - 20  mcg.  inj.  10  amps.";1;3;0;211,89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;0;353,15;2;246;0;17374,98;2;80;0;5650,4;1;12;0;847,56;NA;NA;NA;NA;1;5;0;353,15;NA;NA;NA;NA;9;482;0;34043,66;NA;NA;NA;NA;1;66;0;4661,58;1;14;0;988,82;1;49;0;3460,87;1;108;0;7628,04;1;80;0;5650,4;3;165;0;11653,95;1;0;0;0
"415";594480;"HOSPITAL SANTA IZABEL";15010058;"Hemofiltração - Por Sessão ";11;58;0;7098;3;10;0;780;NA;NA;NA;NA;1;1;0;78;2;4;0;390;13;49;0;4680;10;29;0;2808;5;10;0;1326;9;22;0;1950;8;38;0;3900;12;41;0;4680;19;30;0;3432;99;350;5928;34008;20;58;4680;6474;4;24;0;1950;12;37;780;3198;5;16;0;1326;12;41;0;4524;9;32;0;3120;19;67;0;6552;18;75;468;6864
"416";594480;"HOSPITAL SANTA IZABEL";26607;"CLORETO DE SODIO 0,9% MINIFLAC - Amp.  50 ml (EP)";45;260;0;1333,8;21;104;0;533,52;57;334;0;1713,42;92;759;0;3893,67;90;1242;0;6371,46;66;602;0;3088,26;91;889;0;4560,57;70;863;0;4427,19;58;481;0;2467,53;76;506;0;2595,78;86;727;0;3729,51;88;771;0;3955,23;636;6612;0;33919,43;89;975;0;5001,75;47;604;0;3098,39;74;642;0;3293,46;63;442;0;2267,46;93;765;0;3924,45;90;1046;0;5365,98;87;1114;0;5714,82;93;1024;0;5253,12
"417";594480;"HOSPITAL SANTA IZABEL";30030056;"TERAPIA ANTINEOPLÁSICA SISTÊMICA - IV 1º DIA - (Ambul)";40;51;0;3315;20;20;0;1300;31;43;0;2795;45;71;0;4615;4;5;0;325;11;11;0;715;52;95;0;6175;58;114;0;7410;47;61;65;3965;63;101;0;6565;46;83;0;5395;41;55;65;3575;355;525;195;33906,6;44;64;195;4160;39;60;-65;3900;47;72;0;4680;42;59;65;3835;50;82;0;5111,6;41;55;0;3575;40;62;0;4030;52;71;0;4615
"418";594480;"HOSPITAL SANTA IZABEL";219408;"NUTRICAO ENTERAL NORMOCALORICA/HIPERPROTEICA 500 ML SIST ABERTO (ML)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;722;0;238,26;1;2840;0;937,2;4;11779;0;3887,07;NA;NA;NA;NA;NA;NA;NA;NA;1;18;0;5,94;8;19314;0;6373,62;9;43483;0;14349,39;4;2370;0;782,1;26;102118;0;33698,94;8;21167;0;6985,11;8;26301;0;8679,33;10;54650;0;18034,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"419";594480;"HOSPITAL SANTA IZABEL";14900;"Neurocirurgia   - Consulta Ambulatorial";NA;NA;NA;NA;NA;NA;NA;NA;64;64;0;4160;102;102;0;6630;74;74;0;4810;44;44;0;2860;30;32;0;2080;53;53;0;3445;42;42;0;2730;93;96;0;6240;34;34;0;2210;71;70;0;4550;518;518;0;33670;36;37;0;2405;62;62;0;4030;89;90;0;5850;86;86;0;5590;59;59;0;3835;101;100;0;6500;49;49;0;3185;36;35;0;2275
"420";594480;"HOSPITAL SANTA IZABEL";142909;"FRALDA ADU.AFFECTIVE ACTIVE GRD.";172;8586;0;15621,06;87;2919;0;5312,58;85;2632;0;4790,24;150;6381;0;11613,42;151;5971;0;10867,22;141;5448;0;9915,36;213;8661;0;15763,02;180;7835;0;14259,7;143;6282;0;11433,24;182;7334;0;13347,88;200;9294;0;16915,08;183;5785;0;10528,7;787;18350;0;33397;143;4042;0;7356,44;84;2121;0;3860,22;126;2963;0;5392,66;78;1835;0;3339,7;117;2677;0;4872,14;69;1273;0;2316,86;84;1600;0;2912;86;1839;0;3346,98
"421";594480;"HOSPITAL SANTA IZABEL";218463;"KIT MONITORIZACAO PRESSAO ARTERIAL - PAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;0;885;8;9;0;1566;18;19;0;3363;24;26;0;4132,72;14;18;0;3132;7;6;0;1062;14;13;0;2247;23;23;0;4071;25;17;0;3009;176;189;0;33372;26;29;0;5106;13;13;0;2301;20;18;0;3159;23;24;0;4248;21;22;0;3894;16;18;0;3186;30;32;0;5637;27;33;0;5841
"422";594480;"HOSPITAL SANTA IZABEL";219617;"ACTEMRA 162MG SOL INJ SC 1 SER PREECH. VD 0,9ML";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1041,01;1;3;0;3123,03;1;6;0;6246,06;1;6;0;6246,06;NA;NA;NA;NA;7;32;0;33312,32;1;8;0;8328,08;1;4;0;4164,04;1;4;0;4164,04;1;4;0;4164,04;1;4;0;4164,04;1;4;0;4164,04;1;4;0;4164,04;NA;NA;NA;NA
"423";594480;"HOSPITAL SANTA IZABEL";84303029;"Apendicectomia Por Videolaparoscopia - Hm Cirurgia";8;8;0;8300,16;1;1;0;1037,52;6;6;0;6225,12;8;8;0;8300,16;6;6;0;6225,12;2;2;0;2075,04;8;8;0;8300,16;4;4;0;4150,08;4;4;0;4150,08;6;6;0;6225,12;1;1;0;1037,52;2;2;0;2075,04;32;32;0;33200,64;8;8;0;8300,16;3;3;0;3112,56;2;2;0;2075,04;3;3;0;3112,56;1;1;0;1037,52;4;4;0;4150,08;7;7;0;7262,64;4;4;0;4150,08
"424";594480;"HOSPITAL SANTA IZABEL";85102257;"Timpanoplastia Com Reconstrução De Cadeia Ossicular (Hospital)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;2205,51;NA;NA;NA;NA;1;1;0;2205,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;2205,51;NA;NA;NA;NA;15;15;0;33082,65;3;3;0;6616,53;3;3;0;6616,53;4;4;0;8822,04;2;2;0;4411,02;2;2;0;4411,02;1;1;0;2205,51;NA;NA;NA;NA;NA;NA;NA;NA
"425";594480;"HOSPITAL SANTA IZABEL";36010111;"RM de Face ou Articulação Temporomandibular (Bilateral) ou Órbitas (Bilateral) ou Sela Turca (Hipófise e Hipotálamo)";8;8;0;3785,4;6;6;0;2888,86;8;8;0;3984,64;12;12;0;5976,96;13;13;0;6475,04;1;1;0;498,08;10;10;0;4980,8;23;23;0;11455,84;6;6;0;2988,48;13;13;0;6475,04;9;9;0;4482,72;10;9;0;4403,52;68;67;498,08;33054,56;8;7;498,08;3486,56;6;6;0;2909,28;10;10;0;4901,6;10;10;0;4901,6;10;10;0;4901,6;13;13;0;6475,04;8;8;0;3984,64;3;3;0;1494,24
"426";594480;"HOSPITAL SANTA IZABEL";34010114;"Tomografia Computadorizada Do Pescoço (Partes Moles, Laringe-Tireóide Ou Paratireóide-Faringe)";17;17;233,13;3963,21;5;3;233,13;638,18;20;20;0;4284,31;21;22;0;5069,13;18;18;0;3957,42;10;11;0;2564,43;9;10;0;2331,3;32;32;0;7280,97;18;17;233,13;3803,93;14;14;0;3084,63;20;19;0;4310,01;18;18;0;4037,06;150;146;233,13;32566,54;29;28;233,13;6467,91;14;14;0;3144,36;27;26;0;5705,9;14;14;0;3204,09;15;14;0;2965,17;21;21;0;4616,99;16;16;0;3550,89;14;13;0;2911,23
"427";594480;"HOSPITAL SANTA IZABEL";71002041;"Taxa De Sala Porte  03";11;13;260;3250;15;15;0;3900;5;5;0;1300;6;6;0;1560;11;11;0;2860;7;7;0;1820;10;9;0;2340;13;13;0;3380;11;9;260;2340;6;5;260;1300;16;15;0;3770;20;16;0;4160;135;128;1560;32396;24;17;1040;4212;14;13;260;3380;17;15;0;3614;5;4;260;1040;17;17;0;4290;11;11;0;2860;28;30;0;7540;19;21;0;5460
"428";594480;"HOSPITAL SANTA IZABEL";84912311;"Hematoma 2 - Trat. Cir. Do Hematoma Intracraniano Tipo 2 Inclui Hematoma Sub-Dural Crônico E/Ou Extra-Dural  ( Hospital )";1;1;0;6199,39;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;12398,78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;6199,39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;10859,93;8;6;6199,39;32260,22;2;2;0;10859,93;1;1;0;6199,39;2;1;0;6199,39;3;2;6199,39;9001,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"429";594480;"HOSPITAL SANTA IZABEL";217724;"VIDAZA PO LIOF P/ INJ 100 MG CX 1 FA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;20;0;32143,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;0;9642,96;1;14;0;22500,24;NA;NA;NA;NA;NA;NA;NA;NA
