"";"NM_AREA_AVALIACAO";"NM_PROGRAMA_IES";"QT_PRJ"
"249";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"RELAÇÕES INTERNACIONAIS";279
"250";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"POLÍTICAS PÚBLICAS";168
"251";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ESTUDOS ESTRATÉGICOS INTERNACIONAIS";66
"252";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"POLÍTICAS PÚBLICAS EM DIREITOS HUMANOS";60
"253";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"RELAÇÕES INTERNACIONAIS (UNESP - UNICAMP - PUC-SP)";47
"254";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"RELAÇÕES INTERNACIONAIS: POLÍTICA INTERNACIONAL";36
"255";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CIENCIA POLITICA";34
"256";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ECONOMIA POLÍTICA INTERNACIONAL";30
"257";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"GESTÃO DE POLÍTICAS PÚBLICAS E SEGURANÇA SOCIAL";25
"258";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CARTOGRAFIA SOCIAL E POLÍTICA DA AMAZÔNIA";22
"259";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"RELAÇOES INTERNACIONAIS";19
"260";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ESTUDOS ESTRATÉGICOS DA DEFESA E DA SEGURANÇA";18
"261";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";17
"262";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CIÊNCIAS MILITARES";16
"263";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"INTEGRAÇÃO CONTEMPORÂNEA DA AMÉRICA LATINA - ICAL";16
"264";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"PODER LEGISLATIVO";16
"265";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CIÊNCIAS AEROESPACIAIS";13
"266";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"DIREITOS HUMANOS, CIDADANIA E VIOLÊNCIA";13
"267";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ESTUDOS MARÍTIMOS";13
"268";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ANÁLISE E GESTÃO DE POLÍTICAS INTERNACIONAIS: RESOLUÇÃO DE CONFLITOS E COOPERAÇÃO PARA O DESENVOLVIMENTO";1
"269";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA";1092
"270";"CIÊNCIAS AGRÁRIAS I";"ENGENHARIA AGRÍCOLA";480
"271";"CIÊNCIAS AGRÁRIAS I";"PRODUÇÃO VEGETAL";418
"272";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS FLORESTAIS";283
"273";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIA DO SOLO";253
"274";"CIÊNCIAS AGRÁRIAS I";"AGROECOLOGIA";233
"275";"CIÊNCIAS AGRÁRIAS I";"ENGENHARIA FLORESTAL";225
"276";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (PRODUÇÃO VEGETAL)";216
"277";"CIÊNCIAS AGRÁRIAS I";"FITOTECNIA";200
"278";"CIÊNCIAS AGRÁRIAS I";"AGROQUÍMICA";185
"279";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (FITOPATOLOGIA)";180
"280";"CIÊNCIAS AGRÁRIAS I";"GENÉTICA E MELHORAMENTO";172
"281";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (SOLOS E NUTRIÇÃO DE PLANTAS)";166
"282";"CIÊNCIAS AGRÁRIAS I";"MICROBIOLOGIA AGRÍCOLA E DO AMBIENTE";134
"283";"CIÊNCIAS AGRÁRIAS I";"PRODUÇÃO VEGETAL NO SEMIÁRIDO";129
"284";"CIÊNCIAS AGRÁRIAS I";"ENTOMOLOGIA";123
"285";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (FITOTECNIA)";120
"286";"CIÊNCIAS AGRÁRIAS I";"AGRICULTURA TROPICAL";114
"287";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS AGRÁRIAS";112
"288";"CIÊNCIAS AGRÁRIAS I";"FITOTECNIA (PRODUÇÃO VEGETAL)";107
"289";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIA FLORESTAL";106
"290";"CIÊNCIAS AGRÁRIAS I";"RECURSOS GENÉTICOS VEGETAIS";102
"291";"CIÊNCIAS AGRÁRIAS I";"MICROBIOLOGIA AGRÍCOLA";95
"292";"CIÊNCIAS AGRÁRIAS I";"FITOPATOLOGIA";89
"293";"CIÊNCIAS AGRÁRIAS I";"GENÉTICA E MELHORAMENTO DE PLANTAS";85
"294";"CIÊNCIAS AGRÁRIAS I";"AGRONEGÓCIO";83
"295";"CIÊNCIAS AGRÁRIAS I";"AGRICULTURA CONSERVACIONISTA";80
"296";"CIÊNCIAS AGRÁRIAS I";"BIOQUÍMICA APLICADA";80
"297";"CIÊNCIAS AGRÁRIAS I";"AGROENERGIA";78
"298";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS FLORESTAIS E AMBIENTAIS";75
"299";"CIÊNCIAS AGRÁRIAS I";"DEFESA AGROPECUÁRIA";75
"300";"CIÊNCIAS AGRÁRIAS I";"EXTENSÃO RURAL";73
"301";"CIÊNCIAS AGRÁRIAS I";"SOLOS E QUALIDADE DE ECOSSISTEMAS";67
"302";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (GENÉTICA E MELHORAMENTO DE PLANTAS)";60
"303";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS (ENERGIA NUCLEAR NA AGRICULTURA)";58
"304";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (METEOROLOGIA APLICADA)";57
"305";"CIÊNCIAS AGRÁRIAS I";"ENGENHARIA DE SISTEMAS AGRÍCOLAS";56
"306";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (CIÊNCIAS DO SOLO)";55
"307";"CIÊNCIAS AGRÁRIAS I";"CIENCIA DO SOLO";55
"308";"CIÊNCIAS AGRÁRIAS I";"FITOSSANIDADE E BIOTECNOLOGIA APLICADA";53
"309";"CIÊNCIAS AGRÁRIAS I";"PRODUÇÃO VEGETAL E BIOPROCESSOS ASSOCIADOS";53
"310";"CIÊNCIAS AGRÁRIAS I";"CONTROLE DE DOENÇAS E PRAGAS DOS CITROS";52
"311";"CIÊNCIAS AGRÁRIAS I";"ESTATÍSTICA APLICADA E BIOMETRIA";52
"312";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (CIÊNCIA DO SOLO)";49
"313";"CIÊNCIAS AGRÁRIAS I";"AGRICULTURA E AMBIENTE";48
"314";"CIÊNCIAS AGRÁRIAS I";"ECOSSISTEMAS AGRÍCOLAS E NATURAIS";48
"315";"CIÊNCIAS AGRÁRIAS I";"GENÉTICA E BIOLOGIA MOLECULAR";48
"316";"CIÊNCIAS AGRÁRIAS I";"MICROBIOLOGIA AGROPECUÁRIA";48
"317";"CIÊNCIAS AGRÁRIAS I";"AGRICULTURA NO TRÓPICO ÚMIDO";47
"318";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA ¿ PRODUÇÃO VEGETAL";47
"319";"CIÊNCIAS AGRÁRIAS I";"BIOLOGIA VEGETAL";47
"320";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA APLICADA)";46
"321";"CIÊNCIAS AGRÁRIAS I";"ENGENHARIA AGRÍCOLA E AMBIENTAL";46
"322";"CIÊNCIAS AGRÁRIAS I";"PROTEÇÃO DE PLANTAS";45
"323";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA TROPICAL";43
"324";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA - SUSTENTABILIDADE NA AGRICULLTURA";42
"325";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS DE FLORESTAS TROPICAIS";42
"326";"CIÊNCIAS AGRÁRIAS I";"PLANTAS MEDICINAIS, AROMÁTICAS E CONDIMENTARES";42
"327";"CIÊNCIAS AGRÁRIAS I";"AGRICULTURA TROPICAL E SUBTROPICAL";41
"328";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIA E TECNOLOGIA DA MADEIRA";41
"329";"CIÊNCIAS AGRÁRIAS I";"RECURSOS HÍDRICOS EM SISTEMAS AGRÍCOLAS";41
"330";"CIÊNCIAS AGRÁRIAS I";"SISTEMAS DE PRODUÇÃO NA AGROPECUÁRIA";40
"331";"CIÊNCIAS AGRÁRIAS I";"MANEJO E CONSERVAÇÃO DE ECOSSISTEMAS NATURAIS E AGRÁRIOS";39
"332";"CIÊNCIAS AGRÁRIAS I";"RECURSOS FLORESTAIS";39
"333";"CIÊNCIAS AGRÁRIAS I";"HORTICULTURA TROPICAL";38
"334";"CIÊNCIAS AGRÁRIAS I";"BOTÂNICA APLICADA";37
"335";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA: HORTICULTURA IRRIGADA";36
"336";"CIÊNCIAS AGRÁRIAS I";"ENTOMOLOGIA AGRÍCOLA";36
"337";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (ENTOMOLOGIA AGRÍCOLA)";35
"338";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (PROTEÇÃO DE PLANTAS)";35
"339";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA - SOLOS E NUTRIÇÃO DE PLANTAS";33
"340";"CIÊNCIAS AGRÁRIAS I";"ESTATÍSTICA E EXPERIMENTAÇÃO AGROPECUÁRIA";33
"341";"CIÊNCIAS AGRÁRIAS I";"MANEJO DE SOLO E ÁGUA";33
"342";"CIÊNCIAS AGRÁRIAS I";"AGROECOSSISTEMAS";32
"343";"CIÊNCIAS AGRÁRIAS I";"ENGENHARIA DE BIOMATERIAIS";31
"344";"CIÊNCIAS AGRÁRIAS I";"BIOMETRIA E ESTATÍSTICA APLICADA";28
"345";"CIÊNCIAS AGRÁRIAS I";"FITOSSANIDADE";28
"346";"CIÊNCIAS AGRÁRIAS I";"GESTÃO DE ÁREAS PROTEGIDAS NA AMAZÔNIA";28
"347";"CIÊNCIAS AGRÁRIAS I";"TECNOLOGIA DE CELULOSE E PAPEL";28
"348";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA - AGRICULTURA E AMBIENTE";27
"349";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (ENERGIA NA AGRICULTURA)";27
"350";"CIÊNCIAS AGRÁRIAS I";"BIOTECNOLOGIA APLICADA À AGRICULTURA";27
"351";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIA E TECNOLOGIA DE SEMENTES";27
"352";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (IRRIGAÇÃO E DRENAGEM)";26
"353";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS)";24
"354";"CIÊNCIAS AGRÁRIAS I";"PRODUÇÃO AGRÍCOLA";24
"355";"CIÊNCIAS AGRÁRIAS I";"AGRICULTURA SUSTENTÁVEL";22
"356";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (AGRICULTURA)";21
"357";"CIÊNCIAS AGRÁRIAS I";"MANEJO E CONSERVAÇÃO DO SOLO E DA ÁGUA";21
"358";"CIÊNCIAS AGRÁRIAS I";"FISIOLOGIA VEGETAL";20
"359";"CIÊNCIAS AGRÁRIAS I";"AGROBIOLOGIA";19
"360";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (ESTATÍSTICA E EXPERIMENTAÇÃO AGRONÔMICA)";19
"361";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS AGRÁRIAS - AGRONOMIA";19
"362";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS AGRÁRIAS (AGROECOLOGIA)";19
"363";"CIÊNCIAS AGRÁRIAS I";"GENETICA E MELHORAMENTO";19
"364";"CIÊNCIAS AGRÁRIAS I";"SISTEMAS DE PRODUÇÃO AGRÍCOLA FAMILIAR";19
"365";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS AGRÁRIAS (FISIOLOGIA VEGETAL)";18
"366";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (HORTICULTURA)";17
"367";"CIÊNCIAS AGRÁRIAS I";"DEFESA SANITÁRIA VEGETAL";17
"368";"CIÊNCIAS AGRÁRIAS I";"FISIOLOGIA BIOQUÍMICA DE PLANTAS";17
"369";"CIÊNCIAS AGRÁRIAS I";"CIÊNCIAS AMBIENTAIS E FLORESTAIS";16
"370";"CIÊNCIAS AGRÁRIAS I";"AGRICULTURA E BIODIVERSIDADE";15
"371";"CIÊNCIAS AGRÁRIAS I";"ENGENHARIA DE ENERGIA NA AGRICULTURA";14
"372";"CIÊNCIAS AGRÁRIAS I";"OLERICULTURA";14
"373";"CIÊNCIAS AGRÁRIAS I";"AGRICULTURA DE PRECISÂO";13
"374";"CIÊNCIAS AGRÁRIAS I";"AGRICULTURA ORGÂNICA";13
"375";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (FISIOLOGIA VEGETAL)";13
"376";"CIÊNCIAS AGRÁRIAS I";"EXTENSÃO RURAL E DESENVOLVIMENTO LOCAL";13
"377";"CIÊNCIAS AGRÁRIAS I";"AGRONOMIA (MICROBIOLOGIA AGRÍCOLA)";10
"378";"CIÊNCIAS AGRÁRIAS I";"PROGRAMA DE PÓS-GRADUAÇÃO EM IRRIGAÇÃO NO CERRADO";10
"379";"CIÊNCIAS AGRÁRIAS I";"BIOTECNOLOGIA VEGETAL";7
"380";"CIÊNCIAS AGRÁRIAS I";"PRODUÇÃO E GESTÃO AGROINDUSTRIAL";2
"381";"CIÊNCIAS AMBIENTAIS";"CIÊNCIAS AMBIENTAIS";735
"382";"CIÊNCIAS AMBIENTAIS";"CIÊNCIA E TECNOLOGIA AMBIENTAL";290
"383";"CIÊNCIAS AMBIENTAIS";"CIÊNCIAS AMBIENTAIS E CONSERVAÇÃO";192
"384";"CIÊNCIAS AMBIENTAIS";"RECURSOS NATURAIS";186
"385";"CIÊNCIAS AMBIENTAIS";"CIÊNCIAS NATURAIS";177
"386";"CIÊNCIAS AMBIENTAIS";"DESENVOLVIMENTO E MEIO AMBIENTE";177
"387";"CIÊNCIAS AMBIENTAIS";"QUALIDADE AMBIENTAL";117
"388";"CIÊNCIAS AMBIENTAIS";"TECNOLOGIA AMBIENTAL";117
"389";"CIÊNCIAS AMBIENTAIS";"AMBIENTE, TECNOLOGIA E SOCIEDADE";103
"390";"CIÊNCIAS AMBIENTAIS";"AMBIENTE E SOCIEDADE";99
"391";"CIÊNCIAS AMBIENTAIS";"OCEANOGRAFIA AMBIENTAL";99
"392";"CIÊNCIAS AMBIENTAIS";"MEIO AMBIENTE";95
"393";"CIÊNCIAS AMBIENTAIS";"DESENVOLVIMENTO TERRITORIAL SUSTENTÁVEL";88
"394";"CIÊNCIAS AMBIENTAIS";"MEIO AMBIENTE E DESENVOLVIMENTO REGIONAL";80
"395";"CIÊNCIAS AMBIENTAIS";"DESENVOLVIMENTO LOCAL";78
"396";"CIÊNCIAS AMBIENTAIS";"CIÊNCIAS E MEIO AMBIENTE";67
"397";"CIÊNCIAS AMBIENTAIS";"CONSERVAÇÃO E MANEJO DE RECURSOS NATURAIS";66
"398";"CIÊNCIAS AMBIENTAIS";"ECOLOGIA APLICADA";66
"399";"CIÊNCIAS AMBIENTAIS";"BIODIVERSIDADE E AGROECOSSISTEMAS AMAZÔNICOS";63
"400";"CIÊNCIAS AMBIENTAIS";"RECURSOS NATURAIS DA AMAZÔNIA";63
"401";"CIÊNCIAS AMBIENTAIS";"CIÊNCIA DO SISTEMA TERRESTRE";62
"402";"CIÊNCIAS AMBIENTAIS";"CIÊNCIA AMBIENTAL";60
"403";"CIÊNCIAS AMBIENTAIS";"USO SUSTENTÁVEL DE RECURSOS NATURAIS";58
"404";"CIÊNCIAS AMBIENTAIS";"SOCIEDADE, TECNOLOGIA E MEIO AMBIENTE";57
"405";"CIÊNCIAS AMBIENTAIS";"SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL";56
"406";"CIÊNCIAS AMBIENTAIS";"GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA";55
"407";"CIÊNCIAS AMBIENTAIS";"SUSTENTABILIDADE NA GESTÃO AMBIENTAL";55
"408";"CIÊNCIAS AMBIENTAIS";"SISTEMAS AGROINDUSTRIAIS";52
"409";"CIÊNCIAS AMBIENTAIS";"ANÁLISE AMBIENTAL INTEGRADA";51
"410";"CIÊNCIAS AMBIENTAIS";"CIÊNCIAS AMBIENTAIS E SUSTENTABILIDADE AGROPECUÁRIA";49
"411";"CIÊNCIAS AMBIENTAIS";"DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE";49
"412";"CIÊNCIAS AMBIENTAIS";"SOCIEDADE, NATUREZA E DESENVOLVIMENTO";46
"413";"CIÊNCIAS AMBIENTAIS";"MEIO AMBIENTE E RECURSOS HÍDRICOS";45
"414";"CIÊNCIAS AMBIENTAIS";"ANÁLISE E MODELAGEM DE SISTEMAS AMBIENTAIS";44
"415";"CIÊNCIAS AMBIENTAIS";"DESENVOLVIMENTO SUSTENTÁVEL";42
"416";"CIÊNCIAS AMBIENTAIS";"ENGENHARIA DE BIOSSISTEMAS";40
"417";"CIÊNCIAS AMBIENTAIS";"GERENCIAMENTO COSTEIRO";39
"418";"CIÊNCIAS AMBIENTAIS";"GESTÃO AMBIENTAL";37
"419";"CIÊNCIAS AMBIENTAIS";"CIÊNCIAS MARINHAS TROPICAIS";36
"420";"CIÊNCIAS AMBIENTAIS";"DESENVOLVIMENTO REGIONAL SUSTENTÁVEL";35
"421";"CIÊNCIAS AMBIENTAIS";"ENGENHARIA AMBIENTAL";35
"422";"CIÊNCIAS AMBIENTAIS";"RECURSOS HÍDRICOS";33
"423";"CIÊNCIAS AMBIENTAIS";"AMBIENTE E TECNOLOGIAS SUSTENTÁVEIS";26
"424";"CIÊNCIAS AMBIENTAIS";"CIÊNCIAS DO MEIO AMBIENTE";26
"425";"CIÊNCIAS AMBIENTAIS";"DESENVOLVIMENTO E MEIO AMBIENTE - PRODEMA";26
"426";"CIÊNCIAS AMBIENTAIS";"DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP";26
"427";"CIÊNCIAS AMBIENTAIS";"RECURSOS NATURAIS DO CERRADO (RENAC)";26
"428";"CIÊNCIAS AMBIENTAIS";"GOVERNANÇA E SUSTENTABILIDADE";25
"429";"CIÊNCIAS AMBIENTAIS";"CIÊNCIAS DO AMBIENTE E SUSTENTABILIDADE NA AMAZÔNIA";24
"430";"CIÊNCIAS AMBIENTAIS";"CIÊNCIAS DO AMBIENTE";23
"431";"CIÊNCIAS AMBIENTAIS";"DESASTRES NATURAIS";23
"432";"CIÊNCIAS AMBIENTAIS";"PLANEJAMENTO E USO DE RECURSOS RENOVÁVEIS";22
"433";"CIÊNCIAS AMBIENTAIS";"ECOTURISMO E CONSERVAÇÃO";21
"434";"CIÊNCIAS AMBIENTAIS";"MEIO AMBIENTE E DESENVOLVIMENTO";20
"435";"CIÊNCIAS AMBIENTAIS";"CIÊNCIA E TECNOLOGIA PARA RECURSOS AMAZÔNICOS";19
"436";"CIÊNCIAS AMBIENTAIS";"AGROECOLOGIA";18
"437";"CIÊNCIAS AMBIENTAIS";"USO SUSTENTÁVEL DE RECURSOS NATURAIS EM REGIÕES TROPICAIS";18
"438";"CIÊNCIAS AMBIENTAIS";"AMBIENTE E DESENVOLVIMENTO";17
"439";"CIÊNCIAS AMBIENTAIS";"SUSTENTABILIDADE";17
"440";"CIÊNCIAS AMBIENTAIS";"FÍSICA AMBIENTAL";16
"441";"CIÊNCIAS AMBIENTAIS";"MODELAGEM EM CIÊNCIAS DA TERRA E DO AMBIENTE";14
"442";"CIÊNCIAS AMBIENTAIS";"AGROECOSSISTEMAS";13
"443";"CIÊNCIAS AMBIENTAIS";"MEIO AMBIENTE URBANO E INDUSTRIAL";13
"444";"CIÊNCIAS AMBIENTAIS";"CONSERVAÇÃO DE RECURSOS NATURAIS DO CERRADO";12
"445";"CIÊNCIAS AMBIENTAIS";"ANÁLISE DE SISTEMAS AMBIENTAIS";11
"446";"CIÊNCIAS AMBIENTAIS";"SUSTENTABILIDADE E TECNOLOGIA AMBIENTAL";7
"447";"CIÊNCIAS AMBIENTAIS";"DEFESA E SEGURANÇA CIVIL";6
"448";"CIÊNCIAS AMBIENTAIS";"MESTRADO PROFISSIONAL EM REDE NACIONAL PARA ENSINO DAS CIÊNCIAS AMBIENTAIS";6
"449";"CIÊNCIAS AMBIENTAIS";"AMBIENTE, SAÚDE E SUSTENTABILIDADE";5
"450";"CIÊNCIAS AMBIENTAIS";"GESTÃO DE RISCO E DESASTRE NA AMAZÔNIA";5
"451";"CIÊNCIAS AMBIENTAIS";"TECNOLOGIAS LIMPAS";3
"452";"CIÊNCIAS BIOLÓGICAS I";"CIÊNCIAS BIOLÓGICAS";548
"453";"CIÊNCIAS BIOLÓGICAS I";"GENÉTICA E BIOLOGIA MOLECULAR";434
"454";"CIÊNCIAS BIOLÓGICAS I";"GENÉTICA";308
"455";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA CELULAR";215
"456";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA CELULAR E MOLECULAR";193
"457";"CIÊNCIAS BIOLÓGICAS I";"CIÊNCIAS (BIOLOGIA CELULAR E TECIDUAL)";192
"458";"CIÊNCIAS BIOLÓGICAS I";"BIOCIÊNCIAS";187
"459";"CIÊNCIAS BIOLÓGICAS I";"BIOINFORMÁTICA";181
"460";"CIÊNCIAS BIOLÓGICAS I";"CIÊNCIAS BIOLÓGICAS (GENÉTICA)";177
"461";"CIÊNCIAS BIOLÓGICAS I";"BIOCIÊNCIAS E BIOTECNOLOGIA";151
"462";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS";99
"463";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA ESTRUTURAL E FUNCIONAL";92
"464";"CIÊNCIAS BIOLÓGICAS I";"GENÉTICA, CONSERVAÇÃO E BIOLOGIA EVOLUTIVA";87
"465";"CIÊNCIAS BIOLÓGICAS I";"CIÊNCIAS BIOLÓGICAS (BIOLOGIA MOLECULAR)";79
"466";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA CELULAR E ESTRUTURAL";76
"467";"CIÊNCIAS BIOLÓGICAS I";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS";74
"468";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA HUMANA E EXPERIMENTAL";59
"469";"CIÊNCIAS BIOLÓGICAS I";"ANÁLISES CLÍNICAS";55
"470";"CIÊNCIAS BIOLÓGICAS I";"GENÉTICA EVOLUTIVA E BIOLOGIA MOLECULAR";51
"471";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA GERAL E APLICADA";49
"472";"CIÊNCIAS BIOLÓGICAS I";"GENÉTICA E BIOQUÍMICA";49
"473";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA MOLECULAR E CELULAR";47
"474";"CIÊNCIAS BIOLÓGICAS I";"CIENCIAS BIOLOGICAS";47
"475";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA CELULAR E MOLECULAR APLICADA";46
"476";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA CELULAR E DO DESENVOLVIMENTO";34
"477";"CIÊNCIAS BIOLÓGICAS I";"CIÊNCIAS BIOLÓGICAS (BIOLOGIA GENÉTICA)";34
"478";"CIÊNCIAS BIOLÓGICAS I";"GENÉTICA E TOXICOLOGIA APLICADA";33
"479";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA ANIMAL";28
"480";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA CELULAR E MOLECULAR APLICADA À SAÚDE";27
"481";"CIÊNCIAS BIOLÓGICAS I";"CIÊNCIAS MORFOFUNCIONAIS";26
"482";"CIÊNCIAS BIOLÓGICAS I";"CIÊNCIAS BIOLÓGICAS (BIOLOGIA CELULAR E MOLECULAR)";22
"483";"CIÊNCIAS BIOLÓGICAS I";"CIÊNCIAS BIOLÓGICAS (BIOLOGIA CELULAR)";20
"484";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA APLICADA À SAÚDE";17
"485";"CIÊNCIAS BIOLÓGICAS I";"INTERNACIONAL BIOLOGIA CELULAR E MOLECULAR VEGETAL";17
"486";"CIÊNCIAS BIOLÓGICAS I";"MESTRADO PROFISSIONAL EM ACONSELHAMENTO GENÉTICO E GENÔMICA HUMANA";14
"487";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA QUÍMICA";10
"488";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA CELULAR E ESTRUTURAL APLICADAS";7
"489";"CIÊNCIAS BIOLÓGICAS I";"BIOLOGIA URBANA";3
"490";"CIÊNCIAS BIOLÓGICAS II";"FARMACOLOGIA";490
"491";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS FISIOLÓGICAS";471
"492";"CIÊNCIAS BIOLÓGICAS II";"BIOLOGIA CELULAR E MOLECULAR";388
"493";"CIÊNCIAS BIOLÓGICAS II";"BIOQUÍMICA";342
"494";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)";202
"495";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS (BIOFÍSICA)";187
"496";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS MORFOLÓGICAS";164
"497";"CIÊNCIAS BIOLÓGICAS II";"MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS";157
"498";"CIÊNCIAS BIOLÓGICAS II";"FISIOLOGIA";143
"499";"CIÊNCIAS BIOLÓGICAS II";"BIOQUÍMICA E IMUNOLOGIA";140
"500";"CIÊNCIAS BIOLÓGICAS II";"NEUROCIÊNCIAS E BIOLOGIA CELULAR";140
"501";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)";135
"502";"CIÊNCIAS BIOLÓGICAS II";"NEUROCIÊNCIAS";133
"503";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS (FISIOLOGIA E FARMACOLOGIA)";113
"504";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOMÉDICAS";87
"505";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA E QUÍMICA MEDICINAL)";84
"506";"CIÊNCIAS BIOLÓGICAS II";"NEUROIMUNOLOGIA";82
"507";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS (FISIOLOGIA GERAL)";73
"508";"CIÊNCIAS BIOLÓGICAS II";"QUÍMICA BIOLÓGICA";70
"509";"CIÊNCIAS BIOLÓGICAS II";"BIOQUÍMICA E FARMACOLOGIA";65
"510";"CIÊNCIAS BIOLÓGICAS II";"MULTICÊNTRICO EM BIOQUÍMICA E BIOLOGIA MOLECULAR";65
