"";"CD_PROGRAMA_IES";"ID_PROJETO";"DFPP";"QMP";"DFCP"
"29325";"32001010097P4";408921;1;1;1
"29326";"32001010097P4";410082;1;1;1
"29327";"32001010097P4";410088;1;1;1
"29328";"32001010097P4";410113;4;4;1
"29329";"32001010097P4";410119;1;1;1
"29330";"32001010097P4";410131;1;1;1
"29331";"32001010097P4";410156;1;1;1
"29332";"32001010097P4";410158;1;1;1
"29333";"32001010097P4";411034;1;1;1
"29334";"32001010097P4";413184;1;1;1
"29335";"32001010097P4";413224;1;1;1
"29336";"32001010097P4";413225;1;1;1
"29337";"32001010097P4";413256;1;1;1
"29338";"32001010097P4";413590;1;2;0,5
"29339";"32001010097P4";414017;1;1;1
"29340";"32001010098P0";305353;1;1;1
"29341";"32001010098P0";305436;1;1;1
"29342";"32001010098P0";305440;2;2;1
"29343";"32001010098P0";305484;1;2;0,5
"29344";"32001010098P0";305503;1;1;1
"29345";"32001010098P0";308760;2;2;1
"29346";"32001010098P0";308761;1;1;1
"29347";"32001010098P0";308773;1;1;1
"29348";"32001010098P0";308775;2;2;1
"29349";"32001010098P0";308776;1;1;1
"29350";"32001010098P0";308777;2;2;1
"29351";"32001010098P0";308867;1;2;0,5
"29352";"32001010098P0";309271;2;4;0,5
"29353";"32001010098P0";309532;1;2;0,5
"29354";"32001010098P0";332427;2;2;1
"29355";"32001010098P0";376482;2;2;1
"29356";"32001010098P0";414537;3;3;1
"29357";"32001010098P0";414580;3;3;1
"29358";"32001010098P0";415028;2;2;1
"29359";"32001010098P0";415034;1;1;1
"29360";"32001010098P0";415047;1;1;1
"29361";"32001010098P0";415096;1;1;1
"29362";"32001010098P0";415105;1;1;1
"29363";"32001010098P0";415691;3;3;1
"29364";"32001010098P0";415861;2;2;1
"29365";"32001010098P0";417311;2;2;1
"29366";"32001010099P7";301466;2;3;0,666666666666667
"29367";"32001010099P7";301618;1;1;1
"29368";"32001010099P7";307964;2;2;1
"29369";"32001010099P7";308659;1;2;0,5
"29370";"32001010099P7";308673;1;1;1
"29371";"32001010099P7";308688;1;1;1
"29372";"32001010099P7";309807;1;1;1
"29373";"32001010099P7";309872;1;1;1
"29374";"32001010099P7";309875;1;1;1
"29375";"32001010099P7";309975;1;1;1
"29376";"32001010099P7";310004;1;1;1
"29377";"32001010099P7";310550;1;1;1
"29378";"32001010099P7";310824;1;1;1
"29379";"32001010099P7";311747;2;2;1
"29380";"32001010099P7";311868;2;2;1
"29381";"32001010099P7";311901;2;3;0,666666666666667
"29382";"32001010099P7";312328;1;1;1
"29383";"32001010099P7";312329;2;2;1
"29384";"32001010099P7";346512;1;2;0,5
"29385";"32001010099P7";351744;1;1;1
"29386";"32001010099P7";351821;1;1;1
"29387";"32001010099P7";351822;1;1;1
"29388";"32001010099P7";351833;2;2;1
"29389";"32001010099P7";351834;1;1;1
"29390";"32001010099P7";352841;3;3;1
"29391";"32001010099P7";352877;1;1;1
"29392";"32001010099P7";352879;2;2;1
"29393";"32001010099P7";352880;2;2;1
"29394";"32001010099P7";353116;1;1;1
"29395";"32001010099P7";353118;1;1;1
"29396";"32001010099P7";353137;1;1;1
"29397";"32001010099P7";353982;1;1;1
"29398";"32001010099P7";353983;1;1;1
"29399";"32001010099P7";353986;2;2;1
"29400";"32001010099P7";353999;3;3;1
"29401";"32001010099P7";410927;1;1;1
"29402";"32001010099P7";410991;1;1;1
"29403";"32001010099P7";411062;2;2;1
"29404";"32001010099P7";411064;1;1;1
"29405";"32001010099P7";411140;1;2;0,5
"29406";"32001010099P7";411332;1;1;1
"29407";"32001010099P7";411822;1;1;1
"29408";"32001010099P7";411882;1;1;1
"29409";"32001010099P7";411889;1;1;1
"29410";"32001010099P7";411894;1;1;1
"29411";"32001010099P7";411916;1;1;1
"29412";"32001010099P7";412060;1;1;1
"29413";"32001010099P7";412554;1;1;1
"29414";"32001010099P7";412582;1;3;0,333333333333333
"29415";"32001010099P7";412590;2;3;0,666666666666667
"29416";"32001010099P7";412603;1;1;1
"29417";"32001010099P7";412621;1;1;1
"29418";"32001010099P7";412634;1;1;1
"29419";"32001010099P7";412636;2;2;1
"29420";"32001010099P7";412642;1;1;1
"29421";"32001010099P7";412643;1;1;1
"29422";"32001010099P7";412650;1;1;1
"29423";"32001010099P7";412705;1;1;1
"29424";"32001010099P7";412720;1;2;0,5
"29425";"32001010099P7";412721;1;1;1
"29426";"32001010099P7";412724;2;3;0,666666666666667
"29427";"32001010099P7";412731;1;1;1
"29428";"32001010099P7";412735;1;3;0,333333333333333
"29429";"32001010099P7";412750;1;1;1
"29430";"32001010099P7";412766;1;1;1
"29431";"32001010099P7";412790;1;2;0,5
"29432";"32001010100P5";375059;3;5;0,6
"29433";"32001010100P5";376523;1;1;1
"29434";"32001010100P5";376571;1;3;0,333333333333333
"29435";"32001010100P5";376821;1;3;0,333333333333333
"29436";"32001010100P5";376873;1;1;1
"29437";"32001010100P5";377011;2;2;1
"29438";"32001010100P5";377114;2;2;1
"29439";"32001010100P5";377174;2;2;1
"29440";"32001010100P5";407672;1;1;1
"29441";"32001010100P5";421557;3;3;1
"29442";"32001010100P5";421574;2;2;1
"29443";"32001010100P5";421632;1;2;0,5
"29444";"32001010100P5";421650;1;1;1
"29445";"32001010100P5";421656;1;1;1
"29446";"32001010100P5";421683;1;1;1
"29447";"32001010171P0";423273;1;1;1
"29448";"32001010171P0";424131;5;5;1
"29449";"32001010171P0";424138;1;1;1
"29450";"32001010171P0";424142;1;1;1
"29451";"32001010171P0";424194;3;3;1
"29452";"32001010171P0";424224;3;3;1
"29453";"32001010171P0";424241;2;2;1
"29454";"32001010171P0";424251;1;1;1
"29455";"32001010171P0";424252;1;1;1
"29456";"32001010171P0";424263;1;1;1
"29457";"32001010171P0";424282;2;2;1
"29458";"32001010171P0";424294;1;1;1
"29459";"32001010171P0";424299;2;2;1
"29460";"32001010171P0";424314;2;2;1
"29461";"32001010171P0";424316;1;1;1
"29462";"32001010171P0";424326;2;2;1
"29463";"32001010171P0";424334;3;3;1
"29464";"32001010171P0";424341;1;1;1
"29465";"32001010171P0";424345;1;1;1
"29466";"32001010171P0";424347;1;1;1
"29467";"32001010171P0";424359;1;1;1
"29468";"32001010171P0";424364;1;1;1
"29469";"32001010171P0";424374;1;1;1
"29470";"32001010171P0";424375;1;1;1
"29471";"32001010171P0";424383;1;1;1
"29472";"32001010171P0";424390;1;1;1
"29473";"32001010171P0";424392;1;1;1
"29474";"32001010171P0";424393;1;1;1
"29475";"32001010171P0";424395;1;1;1
"29476";"32001010171P0";424397;1;1;1
"29477";"32001010171P0";424418;1;1;1
"29478";"32001010171P0";424430;1;1;1
"29479";"32001010171P0";424434;1;1;1
"29480";"32001010171P0";424503;1;1;1
"29481";"32001010171P0";424509;1;1;1
"29482";"32001010172P6";389367;1;1;1
"29483";"32001010172P6";389385;1;1;1
"29484";"32001010172P6";389403;1;1;1
"29485";"32001010172P6";389845;1;1;1
"29486";"32001010172P6";389863;1;1;1
"29487";"32001010172P6";389865;1;1;1
"29488";"32001010172P6";389866;1;1;1
"29489";"32001010172P6";389871;1;1;1
"29490";"32001010172P6";389884;1;1;1
"29491";"32001010172P6";389886;1;1;1
"29492";"32001010172P6";389888;1;1;1
"29493";"32002017001P3";309603;1;1;1
"29494";"32002017001P3";309605;1;1;1
"29495";"32002017001P3";309609;1;1;1
"29496";"32002017001P3";309623;1;2;0,5
"29497";"32002017001P3";309648;1;1;1
"29498";"32002017001P3";309652;1;1;1
"29499";"32002017001P3";309664;1;1;1
"29500";"32002017001P3";309892;1;1;1
"29501";"32002017001P3";323428;2;3;0,666666666666667
"29502";"32002017001P3";323478;1;1;1
"29503";"32002017001P3";323490;1;1;1
"29504";"32002017001P3";323491;1;1;1
"29505";"32002017001P3";360766;1;1;1
"29506";"32002017001P3";360770;1;1;1
"29507";"32002017001P3";360805;1;1;1
"29508";"32002017001P3";360808;1;1;1
"29509";"32002017001P3";360809;2;4;0,5
"29510";"32002017001P3";360810;1;1;1
"29511";"32002017001P3";372666;2;4;0,5
"29512";"32002017001P3";372714;1;2;0,5
"29513";"32002017001P3";407320;2;3;0,666666666666667
"29514";"32002017001P3";407323;1;1;1
"29515";"32002017001P3";407333;1;2;0,5
"29516";"32002017001P3";407338;1;2;0,5
"29517";"32002017001P3";407361;1;1;1
"29518";"32002017001P3";408728;1;1;1
"29519";"32002017001P3";408797;1;1;1
"29520";"32002017001P3";408827;1;2;0,5
"29521";"32002017001P3";408847;2;2;1
"29522";"32002017001P3";408858;1;3;0,333333333333333
"29523";"32002017001P3";408865;1;2;0,5
"29524";"32002017001P3";409019;1;1;1
"29525";"32002017001P3";409020;2;3;0,666666666666667
"29526";"32002017001P3";409022;3;3;1
"29527";"32002017001P3";409045;1;1;1
"29528";"32002017001P3";409046;1;2;0,5
"29529";"32002017001P3";409106;1;1;1
"29530";"32002017001P3";409340;2;5;0,4
"29531";"32002017001P3";409403;1;1;1
"29532";"32002017001P3";409437;2;3;0,666666666666667
"29533";"32002017001P3";409447;2;2;1
"29534";"32002017001P3";409469;1;1;1
"29535";"32002017001P3";409496;3;6;0,5
"29536";"32002017001P3";409799;1;2;0,5
"29537";"32002017001P3";409802;1;1;1
"29538";"32002017001P3";409808;1;2;0,5
"29539";"32002017001P3";409811;1;1;1
"29540";"32002017001P3";409817;1;2;0,5
"29541";"32002017001P3";409825;1;2;0,5
"29542";"32002017001P3";409834;2;2;1
"29543";"32002017001P3";409836;1;2;0,5
"29544";"32002017001P3";409870;1;1;1
"29545";"32002017002P0";285291;3;4;0,75
"29546";"32002017002P0";285293;2;4;0,5
"29547";"32002017002P0";285298;3;4;0,75
"29548";"32002017002P0";285308;2;5;0,4
"29549";"32002017002P0";289539;5;10;0,5
"29550";"32002017002P0";290977;3;7;0,428571428571429
"29551";"32002017002P0";309280;1;1;1
"29552";"32002017002P0";309307;1;1;1
"29553";"32002017002P0";323601;3;6;0,5
"29554";"32002017002P0";323602;3;4;0,75
"29555";"32002017002P0";323624;3;4;0,75
"29556";"32002017002P0";323647;3;5;0,6
"29557";"32002017002P0";358233;1;1;1
"29558";"32002017002P0";358237;2;2;1
"29559";"32002017002P0";358239;1;1;1
"29560";"32002017002P0";358252;2;3;0,666666666666667
"29561";"32002017002P0";358283;1;1;1
"29562";"32002017002P0";404931;1;1;1
"29563";"32002017002P0";404932;1;1;1
"29564";"32002017002P0";404945;1;1;1
"29565";"32002017002P0";404958;2;2;1
"29566";"32002017002P0";404975;2;3;0,666666666666667
"29567";"32002017002P0";405022;1;1;1
"29568";"32002017002P0";405037;2;2;1
"29569";"32002017002P0";405070;1;1;1
"29570";"32002017002P0";405381;1;1;1
"29571";"32002017002P0";405414;1;1;1
"29572";"32002017002P0";405417;2;2;1
"29573";"32002017002P0";405426;1;1;1
"29574";"32002017002P0";405465;2;2;1
"29575";"32002017002P0";405475;1;1;1
"29576";"32002017002P0";405480;1;1;1
"29577";"32002017002P0";405515;2;2;1
"29578";"32002017002P0";405708;1;2;0,5
"29579";"32002017002P0";405709;1;2;0,5
"29580";"32002017002P0";405723;2;3;0,666666666666667
"29581";"32002017002P0";405785;2;2;1
"29582";"32002017002P0";405788;2;2;1
"29583";"32002017002P0";405804;2;2;1
"29584";"32002017002P0";405805;2;2;1
"29585";"32002017002P0";405830;2;2;1
"29586";"32002017002P0";405835;2;2;1
"29587";"32002017003P6";325487;4;6;0,666666666666667
"29588";"32002017003P6";325557;4;5;0,8
"29589";"32002017003P6";327400;2;3;0,666666666666667
"29590";"32002017003P6";328158;3;3;1
"29591";"32002017003P6";329645;4;4;1
"29592";"32002017003P6";356882;3;3;1
"29593";"32002017003P6";364368;4;4;1
"29594";"32002017004P2";255937;1;1;1
"29595";"32002017004P2";256038;1;2;0,5
"29596";"32002017004P2";256051;2;2;1
"29597";"32002017004P2";256059;2;2;1
"29598";"32002017004P2";257657;2;2;1
"29599";"32002017004P2";263210;2;2;1
"29600";"32002017004P2";271921;1;2;0,5
"29601";"32002017004P2";271945;1;1;1
"29602";"32002017004P2";271950;1;1;1
"29603";"32002017004P2";310660;1;1;1
"29604";"32002017004P2";310726;1;1;1
"29605";"32002017004P2";315446;2;3;0,666666666666667
"29606";"32002017004P2";316423;1;1;1
"29607";"32002017004P2";316425;1;1;1
"29608";"32002017004P2";316449;2;3;0,666666666666667
"29609";"32002017004P2";318683;1;1;1
"29610";"32002017004P2";364407;2;2;1
"29611";"32002017004P2";364573;3;3;1
"29612";"32002017004P2";364610;1;1;1
"29613";"32002017004P2";365081;3;3;1
"29614";"32002017004P2";368526;1;1;1
"29615";"32002017004P2";368539;2;2;1
"29616";"32002017004P2";390358;2;2;1
"29617";"32002017004P2";390437;2;2;1
"29618";"32002017004P2";390478;1;2;0,5
"29619";"32002017004P2";390496;2;2;1
"29620";"32002017004P2";390497;1;1;1
"29621";"32002017004P2";390498;1;2;0,5
"29622";"32002017004P2";390499;3;3;1
"29623";"32002017004P2";390510;1;1;1
"29624";"32002017004P2";390511;3;4;0,75
"29625";"32002017004P2";390514;1;1;1
"29626";"32002017004P2";390515;2;2;1
"29627";"32002017004P2";390517;1;1;1
"29628";"32002017004P2";390520;1;1;1
"29629";"32002017004P2";390529;2;3;0,666666666666667
"29630";"32002017004P2";390530;1;1;1
"29631";"32002017004P2";390531;2;2;1
"29632";"32002017004P2";390532;3;5;0,6
"29633";"32002017004P2";390533;1;2;0,5
"29634";"32002017004P2";390541;2;3;0,666666666666667
"29635";"32002017004P2";390548;1;1;1
"29636";"32002017004P2";390549;1;1;1
"29637";"32002017004P2";390550;2;2;1
"29638";"32002017004P2";390561;1;1;1
"29639";"32002017004P2";390614;1;1;1
"29640";"32002017004P2";390616;1;1;1
"29641";"32002017004P2";390626;1;1;1
"29642";"32002017004P2";390628;1;2;0,5
"29643";"32002017004P2";390630;1;1;1
"29644";"32002017004P2";390631;1;1;1
"29645";"32002017005P9";246554;4;5;0,8
"29646";"32002017005P9";331485;3;6;0,5
"29647";"32002017005P9";331816;1;1;1
"29648";"32002017005P9";357107;2;2;1
"29649";"32002017005P9";387125;4;4;1
"29650";"32002017006P5";291881;2;3;0,666666666666667
"29651";"32002017006P5";291912;4;4;1
"29652";"32002017006P5";373806;3;7;0,428571428571429
"29653";"32002017007P1";279174;1;1;1
"29654";"32002017007P1";313165;2;2;1
"29655";"32002017007P1";326691;1;2;0,5
"29656";"32002017007P1";327330;3;6;0,5
"29657";"32002017007P1";340354;2;2;1
"29658";"32002017007P1";340355;1;1;1
"29659";"32002017007P1";340356;2;3;0,666666666666667
"29660";"32002017007P1";352091;1;3;0,333333333333333
"29661";"32002017007P1";352100;2;2;1
"29662";"32002017007P1";352122;1;1;1
"29663";"32002017007P1";352285;2;2;1
"29664";"32002017007P1";352440;2;2;1
"29665";"32002017007P1";352441;2;2;1
"29666";"32002017007P1";352465;1;2;0,5
"29667";"32002017007P1";352469;2;3;0,666666666666667
"29668";"32002017007P1";352517;2;3;0,666666666666667
"29669";"32002017007P1";352519;1;1;1
"29670";"32002017007P1";352521;1;2;0,5
"29671";"32002017007P1";352522;1;1;1
"29672";"32002017007P1";352523;3;4;0,75
"29673";"32002017007P1";352524;2;2;1
"29674";"32002017007P1";352525;1;1;1
"29675";"32002017007P1";352526;3;3;1
"29676";"32002017007P1";352629;1;2;0,5
"29677";"32002017007P1";352696;1;1;1
"29678";"32002017007P1";352697;1;1;1
"29679";"32002017007P1";352698;1;1;1
"29680";"32002017007P1";360678;1;2;0,5
"29681";"32002017007P1";360687;1;1;1
"29682";"32002017007P1";375903;1;2;0,5
"29683";"32002017007P1";376972;1;1;1
"29684";"32002017007P1";377310;1;4;0,25
"29685";"32002017007P1";377352;1;3;0,333333333333333
"29686";"32002017007P1";377373;3;5;0,6
"29687";"32002017007P1";386389;2;2;1
"29688";"32002017007P1";386410;1;1;1
"29689";"32002017007P1";386411;1;2;0,5
"29690";"32002017007P1";386423;1;1;1
"29691";"32002017007P1";386698;1;1;1
"29692";"32002017007P1";386699;2;2;1
"29693";"32002017007P1";386713;1;3;0,333333333333333
"29694";"32002017007P1";386714;1;3;0,333333333333333
"29695";"32002017007P1";386715;1;1;1
"29696";"32002017007P1";386716;2;2;1
"29697";"32002017007P1";386717;1;1;1
"29698";"32002017007P1";386718;1;1;1
"29699";"32002017007P1";386721;1;1;1
"29700";"32002017007P1";386724;2;2;1
"29701";"32002017007P1";386727;1;4;0,25
"29702";"32002017007P1";387435;1;4;0,25
"29703";"32002017007P1";387443;2;3;0,666666666666667
"29704";"32002017007P1";387462;2;2;1
"29705";"32002017007P1";387463;1;2;0,5
"29706";"32002017007P1";387464;1;1;1
"29707";"32002017007P1";387465;1;1;1
"29708";"32002017007P1";387673;2;2;1
"29709";"32002017007P1";391433;1;3;0,333333333333333
"29710";"32002017007P1";391434;2;2;1
"29711";"32002017007P1";394006;1;3;0,333333333333333
"29712";"32002017007P1";401547;1;2;0,5
"29713";"32002017007P1";401562;1;1;1
"29714";"32002017007P1";407088;1;2;0,5
"29715";"32002017007P1";408114;1;1;1
"29716";"32002017007P1";414236;1;1;1
"29717";"32002017007P1";414254;1;1;1
"29718";"32002017007P1";414509;1;1;1
"29719";"32002017007P1";415112;1;1;1
"29720";"32002017007P1";415140;2;2;1
"29721";"32002017007P1";417246;1;1;1
"29722";"32002017007P1";418366;2;2;1
"29723";"32002017007P1";420387;1;4;0,25
"29724";"32002017007P1";420417;1;1;1
"29725";"32002017007P1";420424;1;3;0,333333333333333
"29726";"32002017007P1";421148;1;4;0,25
"29727";"32002017008P8";303348;1;1;1
"29728";"32002017008P8";303351;1;1;1
"29729";"32002017008P8";303399;1;1;1
"29730";"32002017008P8";304123;1;1;1
"29731";"32002017008P8";344793;1;1;1
"29732";"32002017008P8";344795;1;1;1
"29733";"32002017008P8";344797;1;1;1
"29734";"32002017008P8";344798;1;1;1
"29735";"32002017008P8";344799;2;2;1
"29736";"32002017008P8";355070;1;1;1
"29737";"32002017008P8";355104;1;1;1
"29738";"32002017008P8";355114;1;1;1
"29739";"32002017008P8";355120;1;1;1
"29740";"32002017008P8";355133;1;1;1
"29741";"32002017008P8";355788;1;1;1
"29742";"32002017008P8";361438;1;1;1
"29743";"32002017008P8";394973;1;1;1
"29744";"32002017008P8";395346;1;1;1
"29745";"32002017008P8";395349;1;1;1
"29746";"32002017008P8";395351;1;1;1
"29747";"32002017008P8";398853;1;1;1
"29748";"32002017008P8";398854;2;2;1
"29749";"32002017008P8";398870;1;1;1
"29750";"32002017008P8";399405;1;1;1
"29751";"32002017008P8";399984;1;1;1
"29752";"32002017008P8";400034;1;1;1
"29753";"32002017008P8";401061;1;1;1
"29754";"32002017009P4";280920;2;4;0,5
"29755";"32002017009P4";281244;2;5;0,4
"29756";"32002017009P4";282092;1;2;0,5
"29757";"32002017009P4";303886;2;3;0,666666666666667
"29758";"32002017009P4";303953;1;3;0,333333333333333
"29759";"32002017009P4";304135;1;1;1
"29760";"32002017009P4";307533;3;3;1
"29761";"32002017009P4";360960;1;1;1
"29762";"32002017009P4";374396;3;3;1
"29763";"32002017009P4";379746;1;1;1
"29764";"32002017009P4";416929;1;2;0,5
"29765";"32002017009P4";417150;1;1;1
"29766";"32002017009P4";417158;2;2;1
"29767";"32002017011P9";257499;2;5;0,4
"29768";"32002017011P9";278046;2;4;0,5
"29769";"32002017011P9";302158;2;3;0,666666666666667
"29770";"32002017011P9";302170;2;3;0,666666666666667
"29771";"32002017011P9";324312;2;2;1
"29772";"32002017011P9";325255;3;4;0,75
"29773";"32002017011P9";345334;1;3;0,333333333333333
"29774";"32002017011P9";355142;2;3;0,666666666666667
"29775";"32002017011P9";396076;3;4;0,75
"29776";"32002017011P9";396078;1;1;1
"29777";"32002017012P5";259249;1;7;0,142857142857143
"29778";"32002017012P5";259259;1;1;1
"29779";"32002017012P5";259286;1;1;1
"29780";"32002017012P5";260041;1;2;0,5
"29781";"32002017012P5";260071;1;2;0,5
"29782";"32002017012P5";262141;1;3;0,333333333333333
"29783";"32002017012P5";262210;1;2;0,5
"29784";"32002017012P5";263176;1;3;0,333333333333333
"29785";"32002017012P5";263342;1;1;1
"29786";"32002017012P5";270850;1;1;1
"29787";"32002017012P5";312068;1;2;0,5
"29788";"32002017012P5";312252;1;2;0,5
"29789";"32002017012P5";312330;1;3;0,333333333333333
"29790";"32002017012P5";359672;2;3;0,666666666666667
"29791";"32002017012P5";359673;1;3;0,333333333333333
"29792";"32002017012P5";368426;1;6;0,166666666666667
"29793";"32002017012P5";400585;1;2;0,5
"29794";"32002017012P5";402327;4;8;0,5
"29795";"32002017012P5";409654;1;4;0,25
"29796";"32002017012P5";416465;1;1;1
"29797";"32002017012P5";416469;1;1;1
"29798";"32002017013P1";343833;2;2;1
"29799";"32002017013P1";343838;2;2;1
"29800";"32002017013P1";345482;2;5;0,4
"29801";"32002017013P1";346604;1;1;1
"29802";"32002017013P1";346606;2;2;1
"29803";"32002017013P1";346633;3;3;1
"29804";"32002017013P1";346653;1;3;0,333333333333333
"29805";"32002017013P1";346657;3;4;0,75
"29806";"32002017014P8";276371;1;1;1
"29807";"32002017014P8";276373;3;5;0,6
"29808";"32002017014P8";276387;2;2;1
"29809";"32002017014P8";276389;2;2;1
"29810";"32002017014P8";276391;1;1;1
"29811";"32002017014P8";276392;1;1;1
"29812";"32002017014P8";276395;1;1;1
"29813";"32002017014P8";276402;1;1;1
"29814";"32002017014P8";276404;2;3;0,666666666666667
"29815";"32002017014P8";276432;1;1;1
"29816";"32002017014P8";282494;1;1;1
"29817";"32002017014P8";328007;3;3;1
"29818";"32002017014P8";328588;5;6;0,833333333333333
"29819";"32002017014P8";329825;2;2;1
"29820";"32002017014P8";345076;1;1;1
"29821";"32002017014P8";345081;2;2;1
"29822";"32002017014P8";345082;1;1;1
"29823";"32002017014P8";345120;1;1;1
"29824";"32002017014P8";345127;2;2;1
"29825";"32002017014P8";345134;1;1;1
"29826";"32002017014P8";345135;1;1;1
"29827";"32002017014P8";345210;2;2;1
"29828";"32002017014P8";347028;2;2;1
"29829";"32002017014P8";363449;2;2;1
"29830";"32002017014P8";363461;5;5;1
"29831";"32002017014P8";363494;2;2;1
"29832";"32002017014P8";363497;1;1;1
"29833";"32002017014P8";363499;1;1;1
"29834";"32002017014P8";363506;3;4;0,75
"29835";"32002017014P8";363511;1;1;1
"29836";"32002017014P8";363517;1;1;1
"29837";"32002017014P8";365389;2;2;1
"29838";"32002017014P8";365404;1;1;1
"29839";"32002017014P8";386214;1;2;0,5
"29840";"32002017014P8";386216;1;2;0,5
"29841";"32002017014P8";386224;2;2;1
"29842";"32002017014P8";386226;1;1;1
"29843";"32002017014P8";386227;1;1;1
"29844";"32002017014P8";390294;2;3;0,666666666666667
"29845";"32002017014P8";390306;2;2;1
"29846";"32002017014P8";393422;3;3;1
"29847";"32002017014P8";401839;1;1;1
"29848";"32002017014P8";401849;1;1;1
"29849";"32002017014P8";401872;1;1;1
"29850";"32002017014P8";401895;1;1;1
"29851";"32002017014P8";401898;1;1;1
"29852";"32002017015P4";305896;1;2;0,5
"29853";"32002017015P4";305955;2;2;1
"29854";"32002017015P4";336810;1;1;1
"29855";"32002017015P4";337241;1;4;0,25
"29856";"32002017015P4";363629;1;3;0,333333333333333
"29857";"32002017015P4";363687;1;2;0,5
"29858";"32002017015P4";363691;2;2;1
"29859";"32002017015P4";363723;1;1;1
"29860";"32002017015P4";363732;2;3;0,666666666666667
"29861";"32002017015P4";363735;1;1;1
"29862";"32002017015P4";363774;1;3;0,333333333333333
"29863";"32002017017P7";250991;1;1;1
"29864";"32002017017P7";251077;1;1;1
"29865";"32002017017P7";251118;2;2;1
"29866";"32002017017P7";251125;1;1;1
"29867";"32002017017P7";251128;1;1;1
"29868";"32002017017P7";251133;1;1;1
"29869";"32002017017P7";251622;1;2;0,5
"29870";"32002017017P7";251625;1;1;1
"29871";"32002017017P7";251659;1;1;1
"29872";"32002017017P7";251748;2;2;1
"29873";"32002017017P7";262173;1;1;1
"29874";"32002017017P7";262350;1;1;1
"29875";"32002017017P7";301001;1;1;1
"29876";"32002017017P7";301004;2;2;1
"29877";"32002017017P7";301036;1;1;1
"29878";"32002017017P7";301039;1;1;1
"29879";"32002017017P7";301041;2;2;1
"29880";"32002017017P7";301055;1;1;1
"29881";"32002017017P7";301056;1;3;0,333333333333333
"29882";"32002017017P7";301079;1;1;1
"29883";"32002017017P7";301124;2;2;1
"29884";"32002017017P7";301125;2;2;1
"29885";"32002017017P7";301140;1;1;1
"29886";"32002017017P7";301178;1;1;1
"29887";"32002017017P7";302643;1;1;1
"29888";"32002017017P7";358998;1;1;1
"29889";"32002017017P7";358999;1;1;1
"29890";"32002017017P7";359004;1;1;1
"29891";"32002017017P7";359137;1;2;0,5
"29892";"32002017017P7";359138;2;2;1
"29893";"32002017017P7";359650;1;1;1
"29894";"32002017017P7";359711;1;3;0,333333333333333
"29895";"32002017017P7";359737;2;3;0,666666666666667
"29896";"32002017017P7";359743;2;3;0,666666666666667
"29897";"32002017017P7";359746;1;2;0,5
"29898";"32002017017P7";359780;1;1;1
"29899";"32002017017P7";359783;1;1;1
"29900";"32002017017P7";359793;1;1;1
"29901";"32002017017P7";359798;2;2;1
"29902";"32002017017P7";359799;1;1;1
"29903";"32002017017P7";359801;1;2;0,5
"29904";"32002017017P7";360603;1;2;0,5
"29905";"32002017017P7";360609;1;1;1
"29906";"32002017017P7";360611;1;2;0,5
"29907";"32002017017P7";360632;1;2;0,5
"29908";"32002017017P7";360639;1;1;1
"29909";"32002017017P7";360652;1;2;0,5
"29910";"32002017017P7";360654;1;1;1
"29911";"32002017017P7";360732;1;1;1
"29912";"32002017017P7";360741;1;1;1
"29913";"32002017017P7";360757;1;1;1
"29914";"32002017017P7";361719;1;1;1
"29915";"32002017017P7";361727;2;2;1
"29916";"32002017017P7";361753;1;1;1
"29917";"32002017017P7";361810;1;1;1
"29918";"32002017017P7";361825;2;2;1
"29919";"32002017017P7";361829;2;2;1
"29920";"32002017017P7";361840;2;2;1
"29921";"32002017017P7";361923;1;1;1
"29922";"32002017017P7";363113;1;1;1
"29923";"32002017017P7";374216;4;4;1
"29924";"32002017017P7";375074;3;3;1
"29925";"32002017017P7";375080;1;2;0,5
"29926";"32002017017P7";375113;1;2;0,5
"29927";"32002017017P7";377573;1;1;1
"29928";"32002017017P7";377595;1;1;1
"29929";"32002017017P7";377604;1;1;1
"29930";"32002017017P7";377608;1;2;0,5
"29931";"32002017017P7";420026;2;2;1
"29932";"32002017017P7";420055;2;2;1
"29933";"32002017017P7";420659;1;1;1
"29934";"32002017017P7";420725;2;2;1
"29935";"32002017017P7";420987;3;3;1
"29936";"32002017017P7";420989;2;2;1
"29937";"32002017017P7";421000;2;3;0,666666666666667
"29938";"32002017017P7";421002;2;3;0,666666666666667
"29939";"32002017017P7";421013;1;3;0,333333333333333
"29940";"32002017017P7";421021;1;2;0,5
"29941";"32002017017P7";421070;2;2;1
"29942";"32002017017P7";421073;2;2;1
"29943";"32002017017P7";421080;1;2;0,5
"29944";"32002017017P7";421082;1;2;0,5
"29945";"32002017017P7";421087;1;2;0,5
"29946";"32002017017P7";421117;1;3;0,333333333333333
"29947";"32002017017P7";421128;1;2;0,5
"29948";"32002017017P7";421135;1;2;0,5
"29949";"32002017017P7";421136;1;2;0,5
"29950";"32002017017P7";421145;1;1;1
"29951";"32002017017P7";421159;2;2;1
"29952";"32002017017P7";421174;2;2;1
"29953";"32002017017P7";421183;1;1;1
"29954";"32002017017P7";421196;1;2;0,5
"29955";"32002017017P7";421203;1;4;0,25
"29956";"32002017017P7";421208;2;4;0,5
"29957";"32002017017P7";421211;1;3;0,333333333333333
"29958";"32002017017P7";421231;1;3;0,333333333333333
